country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,computed,notes
IRN,Iran,1971,1.4681,constant 2015 US$ (computed),money_and_quasi_money.USD_REAL_2015,"Money and Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1972,60.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money,Money and Quasi Money,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1972,0.8,current US$ (computed),money_and_quasi_money.USD_NOMINAL,"Money and Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1972,2.7866,constant 2015 US$ (computed),money_and_quasi_money.USD_REAL_2015,"Money and Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1973,103.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money,Money and Quasi Money,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1973,1.4952,current US$ (computed),money_and_quasi_money.USD_NOMINAL,"Money and Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1973,4.3093,constant 2015 US$ (computed),money_and_quasi_money.USD_REAL_2015,"Money and Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1963,3.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1963,0.0515,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1963,0.2263,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1964,5.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1964,0.0686,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.2903,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,4.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1965,0.0647,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,0.2681,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,6.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1966,0.0845,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,0.3514,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,6.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1967,0.0858,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,0.3511,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,10.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1968,0.136,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,0.5523,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,10.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1969,0.1426,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,0.5599,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,2.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1970,0.033,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,0.1274,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1971,7.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1971,0.0924,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1971,0.3426,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1972,19.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1972,0.2587,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1972,0.9013,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1973,41.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_money,"Money and Quasi Money, Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1973,0.6039,current US$ (computed),money_and_quasi_money_money.USD_NOMINAL,"Money and Quasi Money, Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1973,1.7405,constant 2015 US$ (computed),money_and_quasi_money_money.USD_REAL_2015,"Money and Quasi Money, Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1963,8.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1963,0.1135,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1963,0.4989,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1964,7.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1964,0.1017,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.4299,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,5.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1965,0.0779,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,0.3228,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,6.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1966,0.0898,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,0.3734,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,8.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1967,0.1149,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,0.4699,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,13.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1968,0.1756,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,0.7131,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,20.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1969,0.2667,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,1.0472,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,27.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1970,0.3683,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,1.4216,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1971,23.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1971,0.3036,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1971,1.1256,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1972,41.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1972,0.5413,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1972,1.8853,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1973,61.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",money_and_quasi_money_quasi_money,"Money and Quasi Money, Quasi Money",wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1973,0.8913,current US$ (computed),money_and_quasi_money_quasi_money.USD_NOMINAL,"Money and Quasi Money, Quasi Money (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1973,2.5688,constant 2015 US$ (computed),money_and_quasi_money_quasi_money.USD_REAL_2015,"Money and Quasi Money, Quasi Money (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1963,3.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1963,0.0396,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1963,0.1741,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1964,2.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1964,0.0356,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.1508,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
